entry,exit,direction,entry_price,exit_price,pnl,stop_loss,take_profit
2024-12-15 18:15:00,2024-12-15 19:25:00,long,0.40200385045158454,0.40444,50.569854515224904,False,True
2024-12-15 20:05:00,2024-12-15 23:05:00,long,0.40170035610344323,0.40453,60.681708082560476,False,True
2024-12-15 23:25:00,2024-12-15 23:30:00,short,0.4114593748143194,0.40713,96.23702511726574,False,True
2024-12-16 02:20:00,2024-12-16 16:35:00,long,0.40635135301069386,0.40901,56.460457348498736,False,True
2024-12-16 19:10:00,2024-12-17 13:45:00,long,0.40569538606117106,0.40894,71.64152697136294,False,True
2024-12-17 14:35:00,2024-12-17 14:40:00,long,0.4018867006449046,0.40518,74.13619738930849,False,True
2024-12-17 22:45:00,2024-12-18 20:05:00,long,0.3950581494834814,0.37167,-624.5440031984956,True,False
2024-12-18 23:00:00,2024-12-18 23:05:00,long,0.35657902070250636,0.35954,71.16876197161699,False,True
2024-12-19 01:55:00,2024-12-19 02:55:00,long,0.35329716980283965,0.35582,60.242226821925385,False,True
2024-12-19 08:05:00,2024-12-19 10:15:00,long,0.3604051239125425,0.36293,59.2483514076186,False,True
2024-12-19 14:40:00,2024-12-19 17:35:00,long,0.36039942181076196,0.3416,-527.4072561807542,True,False
2024-12-19 17:45:00,2024-12-19 17:50:00,long,0.3334714262399947,0.33689,86.85203897702024,False,True
2024-12-19 19:45:00,2024-12-19 19:50:00,long,0.30475164175014724,0.30889,119.12934419601277,False,True
2024-12-19 19:55:00,2024-12-19 20:00:00,long,0.3028662280869416,0.31369,332.9524741378249,False,True
2024-12-20 10:10:00,2024-12-20 10:15:00,long,0.28295030274001853,0.28818,173.2990689442616,False,True
2024-12-20 11:20:00,2024-12-20 11:25:00,long,0.27444253804526636,0.27665,71.00071196312551,False,True
2024-12-20 11:35:00,2024-12-20 11:40:00,long,0.266349815579699,0.27,128.9077931972184,False,True
2024-12-20 15:15:00,2024-12-20 15:20:00,short,0.3075181153359893,0.30531,63.54679569049246,False,True
2024-12-20 19:15:00,2024-12-20 20:00:00,short,0.3169041929701185,0.31459,65.17004500549268,False,True
2024-12-20 22:20:00,2024-12-20 22:25:00,short,0.318093379251679,0.31566,69.16112868872469,False,True
2024-12-21 01:10:00,2024-12-21 01:35:00,short,0.3248442419929362,0.32277,56.355073693897104,False,True
2024-12-21 07:40:00,2024-12-21 07:45:00,short,0.3496752270549258,0.34582,105.41693834889722,False,True
2024-12-21 08:20:00,2024-12-21 13:15:00,long,0.3423169878693005,0.32484,-552.0125211519297,True,False
2024-12-21 16:00:00,2024-12-21 16:10:00,long,0.32311389976275556,0.32608,82.17900580215169,False,True
2024-12-21 21:35:00,2024-12-21 21:40:00,long,0.3182433589509687,0.32036,57.2079852410463,False,True
2024-12-22 00:00:00,2024-12-22 00:05:00,long,0.31716309925283587,0.32061,100.41575456982571,False,True
2024-12-22 01:40:00,2024-12-22 01:45:00,long,0.3146349099811492,0.31691,63.99718537537357,False,True
2024-12-22 03:05:00,2024-12-22 03:15:00,long,0.3124676892937881,0.31714,144.1372199235503,False,True
2024-12-22 09:35:00,2024-12-22 09:55:00,short,0.32202588601127424,0.31974,63.91694507285213,False,True
2024-12-22 12:05:00,2024-12-22 12:10:00,short,0.3235540833317052,0.31954,120.21193215929067,False,True
2024-12-22 13:50:00,2024-12-22 14:00:00,long,0.3190935700738236,0.32148,68.94861984209346,False,True
2024-12-22 14:05:00,2024-12-22 17:30:00,long,0.3178553928633517,0.32076,87.12678662164636,False,True
2024-12-22 19:10:00,2024-12-23 03:15:00,long,0.3148426950655119,0.31892,128.91878507131537,False,True
2024-12-23 06:05:00,2024-12-23 09:00:00,long,0.3128186623638572,0.31776,161.44787381952474,False,True
2024-12-23 12:10:00,2024-12-23 12:20:00,long,0.31315059865453204,0.31634,101.65034771806455,False,True
2024-12-23 13:30:00,2024-12-23 14:05:00,long,0.3117477637035605,0.31457,89.89597747466539,False,True
2024-12-23 14:45:00,2024-12-23 14:55:00,long,0.30594439982837124,0.30967,125.71836259369242,False,True
2024-12-23 16:45:00,2024-12-23 21:20:00,short,0.3108473673330035,0.32715,-608.179604765583,True,False
2024-12-24 13:15:00,2024-12-26 08:05:00,short,0.32374161571639054,0.32002,112.99413807020207,False,True
2024-12-26 13:05:00,2024-12-26 13:15:00,long,0.31516040175100596,0.31706,54.60274823890215,False,True
2024-12-26 13:25:00,2024-12-26 14:05:00,long,0.3152317083823151,0.31736,62.75077947778004,False,True
2024-12-26 14:30:00,2024-12-26 14:40:00,long,0.3133300604234447,0.31585,77.2396847672101,False,True
2024-12-26 17:25:00,2024-12-26 18:25:00,long,0.3125340259071072,0.31449,58.04883709930981,False,True
2024-12-26 19:20:00,2024-12-26 19:45:00,long,0.3123491179192122,0.31426,56.764582054885935,False,True
2024-12-26 20:20:00,2024-12-26 21:45:00,long,0.31157364341047505,0.31383,69.55265913745272,False,True
2024-12-26 23:00:00,2024-12-27 00:00:00,long,0.3114695421843147,0.31367,67.96744046546937,False,True
2024-12-27 05:10:00,2024-12-27 06:00:00,long,0.31283655722939524,0.31559,87.91924462113874,False,True
2024-12-27 07:35:00,2024-12-27 07:45:00,long,0.31195101866566083,0.31386,58.11302659865672,False,True
2024-12-27 09:05:00,2024-12-27 09:10:00,short,0.32383595187172254,0.32163,66.35633657095529,False,True
2024-12-27 13:05:00,2024-12-28 14:15:00,long,0.31830573364150433,0.32194,119.4361566148095,False,True
2024-12-28 21:50:00,2024-12-29 01:45:00,short,0.3234362492397628,0.32125,66.76175913678529,False,True
2024-12-29 11:55:00,2024-12-30 15:20:00,long,0.32552983143525893,0.30858,-617.7251586481088,True,False
2024-12-30 20:00:00,2024-12-30 21:10:00,short,0.320732445746517,0.31873,57.82834436127359,False,True
2024-12-30 21:30:00,2024-12-31 08:25:00,long,0.31660182485228033,0.31943,87.80465905929704,False,True
2024-12-31 12:05:00,2024-12-31 12:55:00,short,0.3217927100954703,0.31948,69.0674018787326,False,True
2024-12-31 13:25:00,2024-12-31 13:35:00,short,0.3260572383678529,0.32341,79.92286506165091,False,True
2024-12-31 16:30:00,2025-01-01 19:45:00,long,0.32405365620455323,0.326,56.5101069234559,False,True
2025-01-01 21:20:00,2025-01-01 22:05:00,short,0.3272411530499351,0.32503,65.35426480415765,False,True
2025-01-01 23:15:00,2025-01-02 00:20:00,long,0.3248651950502995,0.33168,227.72694292474918,False,True
2025-01-02 03:00:00,2025-01-02 03:05:00,short,0.33373241804678117,0.33167,60.263553389217776,False,True
2025-01-02 04:35:00,2025-01-02 05:15:00,short,0.3340434946850524,0.332,59.816408960927205,False,True
2025-01-02 10:10:00,2025-01-02 10:15:00,short,0.34259509606274585,0.34037,64.5237862563273,False,True
2025-01-02 13:15:00,2025-01-02 14:30:00,long,0.33934993135931285,0.34329,125.07720573366701,False,True
2025-01-02 17:45:00,2025-01-02 17:55:00,long,0.335025146577199,0.3377,83.15706167346886,False,True
2025-01-02 20:35:00,2025-01-02 23:35:00,long,0.3377592725526971,0.33979,60.065763399851726,False,True
2025-01-03 00:20:00,2025-01-03 00:25:00,long,0.3374413085063065,0.33959,64.61339106011931,False,True
2025-01-03 01:10:00,2025-01-03 01:50:00,long,0.3360819060169339,0.33914,97.97344387301362,False,True
2025-01-03 06:05:00,2025-01-03 06:20:00,short,0.3418816507622231,0.33971,65.3087698112786,False,True
2025-01-03 11:20:00,2025-01-03 13:25:00,short,0.3435869076296764,0.3612,-640.7656418450933,True,False
2025-01-03 15:10:00,2025-01-03 15:20:00,short,0.36793378228882423,0.36403,111.61117804948384,False,True
2025-01-03 16:20:00,2025-01-03 16:25:00,short,0.3779877564313597,0.37489,84.33081931189007,False,True
2025-01-03 20:10:00,2025-01-03 20:20:00,long,0.3743398041975287,0.37695,70.38966838708849,False,True
2025-01-04 01:15:00,2025-01-04 01:20:00,long,0.37743216769748467,0.38248,146.63374135229805,False,True
2025-01-04 02:05:00,2025-01-04 02:15:00,long,0.37857696666743207,0.3815,80.58763638115072,False,True
2025-01-04 03:05:00,2025-01-04 08:25:00,short,0.38665592576113966,0.38304,100.87687647834709,False,True
2025-01-04 12:45:00,2025-01-04 13:05:00,long,0.3874529823266252,0.38992,65.2624411137177,False,True
2025-01-04 13:35:00,2025-01-04 15:10:00,short,0.39281437685613774,0.3904,62.9555397725419,False,True
2025-01-04 15:25:00,2025-01-04 21:15:00,long,0.3870133488061377,0.39167,135.43085960461528,False,True
2025-01-04 22:40:00,2025-01-04 23:00:00,short,0.39743470268840664,0.39361,107.09312166798948,False,True
2025-01-05 03:05:00,2025-01-05 04:00:00,long,0.38795141326458205,0.39036,65.13351648371926,False,True
2025-01-05 06:00:00,2025-01-05 06:15:00,long,0.38834496996089113,0.3915,89.51295772058101,False,True
2025-01-05 08:00:00,2025-01-06 14:50:00,long,0.38790236148974916,0.39345,168.23980450124023,False,True
2025-01-06 20:45:00,2025-01-07 00:25:00,long,0.3878673417449592,0.39041,71.16134688092659,False,True
2025-01-07 08:15:00,2025-01-07 10:10:00,short,0.3942999281131789,0.3915,78.63604096451135,False,True
2025-01-07 11:30:00,2025-01-07 15:15:00,long,0.38996622471985204,0.37003,-674.854855849691,True,False
2025-01-07 17:30:00,2025-01-07 17:40:00,long,0.3618483022540393,0.36481,88.12582571427889,False,True
2025-01-07 17:45:00,2025-01-07 17:55:00,long,0.3600036095021843,0.36364,112.37456555836793,False,True
2025-01-07 18:30:00,2025-01-07 18:35:00,long,0.3572531858255558,0.35956,67.95817204389286,False,True
2025-01-07 20:40:00,2025-01-07 20:50:00,long,0.3499516746331868,0.35261,82.55283842636408,False,True
2025-01-07 21:40:00,2025-01-07 21:50:00,long,0.34822492945239425,0.35079,80.15788821513044,False,True
2025-01-08 01:50:00,2025-01-08 01:55:00,long,0.34613080160532256,0.35,128.91480073548468,False,True
2025-01-08 03:00:00,2025-01-08 03:10:00,long,0.3460111725517246,0.34844,76.97484449096144,False,True
2025-01-08 06:35:00,2025-01-08 08:10:00,long,0.3457175672797594,0.3478,64.5917352953001,False,True
2025-01-08 09:55:00,2025-01-08 10:05:00,long,0.3463638105074376,0.34876,76.43980477497547,False,True
2025-01-08 11:30:00,2025-01-08 11:45:00,long,0.3458517773746047,0.34847,85.32439299788025,False,True
2025-01-08 12:30:00,2025-01-08 12:35:00,long,0.342818132555038,0.34594,105.9130477006184,False,True
2025-01-08 14:35:00,2025-01-08 14:40:00,short,0.3515556695693377,0.3473,146.35750577989344,False,True
2025-01-08 15:05:00,2025-01-08 15:10:00,short,0.3522966458250811,0.34763,163.10817937109653,False,True
2025-01-08 15:30:00,2025-01-08 15:35:00,long,0.3433389999491354,0.34611,95.17559847132948,False,True
2025-01-08 16:45:00,2025-01-08 18:25:00,long,0.34109017190565655,0.34356,84.55750698660682,False,True
2025-01-08 21:15:00,2025-01-08 21:20:00,long,0.3332636282624523,0.33538,72.90674776837231,False,True
2025-01-08 22:05:00,2025-01-09 02:10:00,short,0.34029218439344433,0.33726,108.4391371171717,False,True
2025-01-09 06:05:00,2025-01-09 06:15:00,long,0.3377021395404213,0.33984,73.52976383750308,False,True
2025-01-09 06:50:00,2025-01-09 19:45:00,long,0.33701809708573754,0.31969,-726.5841570138417,True,False
2025-01-09 19:45:00,2025-01-09 20:05:00,long,0.3172206069808595,0.31914,66.30155137561627,False,True
2025-01-10 00:10:00,2025-01-10 00:20:00,short,0.3240727254083175,0.32196,72.86962550928531,False,True
2025-01-10 02:00:00,2025-01-10 02:15:00,short,0.32595890963224367,0.32366,80.31353190093714,False,True
2025-01-10 05:25:00,2025-01-10 05:30:00,long,0.3256544115065959,0.32796,81.02697169748349,False,True
2025-01-10 05:35:00,2025-01-10 06:00:00,short,0.33074129407941105,0.32874,67.76971513107145,False,True
2025-01-10 07:40:00,2025-01-10 07:45:00,short,0.33928411904320005,0.33689,81.62880190093122,False,True
2025-01-10 10:20:00,2025-01-10 10:50:00,long,0.33465502996928037,0.33688,76.46561707097048,False,True
2025-01-10 12:20:00,2025-01-10 12:50:00,long,0.33317643869404123,0.33524,70.66807223645053,False,True
2025-01-10 13:30:00,2025-01-10 14:15:00,long,0.3300869025712052,0.3337,135.97250116691978,False,True
2025-01-10 17:55:00,2025-01-10 18:00:00,short,0.3398387216201359,0.33565,156.4677850768814,False,True
2025-01-11 00:10:00,2025-01-11 01:00:00,long,0.3329238574204998,0.33528,84.77166115574552,False,True
2025-01-11 03:10:00,2025-01-11 06:05:00,long,0.3318102224965415,0.33427,89.95880752545625,False,True
2025-01-11 13:15:00,2025-01-11 14:55:00,long,0.3352292191750134,0.3373,73.04912075223132,False,True
2025-01-11 16:05:00,2025-01-11 16:35:00,long,0.33296551213032577,0.3358,106.50321677698928,False,True
2025-01-11 19:20:00,2025-01-12 08:50:00,short,0.3381820933974801,0.33611,73.27782682762376,False,True
2025-01-12 12:25:00,2025-01-12 12:35:00,short,0.3386789460636534,0.33657,75.05028438711808,False,True
2025-01-12 15:20:00,2025-01-12 16:05:00,short,0.34137106220763325,0.33917,78.58932994729571,False,True
2025-01-12 20:45:00,2025-01-13 00:25:00,long,0.33765686036054204,0.34153,151.62562035372375,False,True
2025-01-13 03:45:00,2025-01-13 04:00:00,long,0.3310947918142318,0.33333,84.10642118302465,False,True
2025-01-13 06:45:00,2025-01-13 07:15:00,long,0.3265119843341889,0.32861,79.76316908447575,False,True
2025-01-13 08:20:00,2025-01-13 15:20:00,long,0.3247154097461523,0.327,89.17055110199497,False,True
2025-01-13 20:50:00,2025-01-14 09:40:00,short,0.33443727138092666,0.35148,-772.7203729628852,True,False
2025-01-14 11:40:00,2025-01-14 13:30:00,long,0.34805105230955974,0.35373,215.6042098892651,False,True
2025-01-14 16:05:00,2025-01-14 16:10:00,long,0.34942722047635116,0.35204,92.52519074243924,False,True
2025-01-14 17:15:00,2025-01-14 17:20:00,short,0.3573552049610633,0.35348,141.61791565099313,False,True
2025-01-14 22:40:00,2025-01-14 23:10:00,short,0.35907783736879567,0.35562,125.3097873534123,False,True
2025-01-15 05:05:00,2025-01-15 05:50:00,long,0.35892361420604263,0.36108,73.22495831335942,False,True
2025-01-15 09:25:00,2025-01-15 13:30:00,long,0.3576498179206951,0.36988,487.61343428873835,False,True
2025-01-15 17:45:00,2025-01-15 18:30:00,long,0.3704176499092891,0.37289,86.06982921394047,False,True
2025-01-16 03:30:00,2025-01-16 04:10:00,long,0.37504852356307,0.37743,81.56383827620047,False,True
2025-01-16 06:00:00,2025-01-16 06:25:00,long,0.375597035408923,0.37788,77.79852943218437,False,True
2025-01-16 06:35:00,2025-01-16 08:15:00,short,0.3794239406022153,0.37659,99.67666118853364,False,True
2025-01-16 08:40:00,2025-01-16 10:05:00,long,0.3726207049455138,0.37499,82.96030309925459,False,True
2025-01-16 12:20:00,2025-01-16 12:25:00,short,0.3839663845792343,0.38071,116.51770227252445,False,True
2025-01-16 14:40:00,2025-01-16 15:05:00,long,0.3749003663310467,0.37783,106.75667268378301,False,True
2025-01-16 17:35:00,2025-01-16 17:40:00,short,0.3890778535635181,0.38661,84.32867184628786,False,True
2025-01-16 22:30:00,2025-01-16 22:55:00,long,0.3741635842076825,0.37666,89.85161809131824,False,True
2025-01-17 01:30:00,2025-01-17 08:15:00,short,0.3810132214365034,0.40019,-818.2339696244246,True,False
2025-01-17 11:50:00,2025-01-17 14:30:00,long,0.4122754917056489,0.41485,79.17998169233348,False,True
2025-01-17 16:25:00,2025-01-17 16:30:00,short,0.4199768753872423,0.41547,147.78192078590124,False,True
2025-01-17 21:45:00,2025-01-17 21:55:00,long,0.41250390304843626,0.4151,81.03858116853968,False,True
2025-01-17 22:45:00,2025-01-17 23:20:00,long,0.4109631060115243,0.41461,121.12491957667632,False,True
2025-01-18 00:00:00,2025-01-18 03:25:00,short,0.4196995596163533,0.41612,116.80084416935902,False,True
2025-01-18 05:50:00,2025-01-18 06:00:00,long,0.3920536891017,0.39442,78.58005422707306,False,True
2025-01-18 08:00:00,2025-01-18 08:10:00,long,0.39122756971933853,0.3944,111.43817074614053,False,True
2025-01-18 16:15:00,2025-01-18 16:20:00,long,0.3917617659547971,0.3965,175.07157938869912,False,True
2025-01-18 18:15:00,2025-01-18 18:20:00,long,0.38680065970100963,0.3909,153.0579998785892,False,True
2025-01-18 20:45:00,2025-01-18 21:05:00,long,0.3911621901765199,0.39369,87.89458759007005,False,True
2025-01-19 05:55:00,2025-01-19 06:00:00,short,0.39931785337584474,0.3959,122.38123066028055,False,True
2025-01-19 08:15:00,2025-01-19 11:50:00,long,0.3839947769500605,0.36378,-873.6775275093811,True,False
2025-01-19 13:55:00,2025-01-19 14:00:00,short,0.3793115412966735,0.37611,114.7435496954825,False,True
2025-01-19 14:15:00,2025-01-19 14:20:00,short,0.3888946379050792,0.38358,196.6823284348797,False,True
2025-01-19 19:25:00,2025-01-19 19:40:00,short,0.39784940587013046,0.39346,157.69149296831475,False,True
2025-01-19 20:50:00,2025-01-19 20:55:00,long,0.3909608849061923,0.39389,102.89702666828283,False,True
2025-01-19 21:00:00,2025-01-19 21:05:00,long,0.3896271383216707,0.39428,174.46757178426694,False,True
2025-01-19 21:25:00,2025-01-19 22:50:00,long,0.38501703383158203,0.3632,-929.1165874686885,True,False
2025-01-19 23:25:00,2025-01-19 23:30:00,long,0.3472642757036629,0.35875,486.74265080648274,False,True
2025-01-20 06:40:00,2025-01-20 12:15:00,short,0.372454101415249,0.36432,326.55834243674303,False,True
2025-01-20 15:20:00,2025-01-20 15:25:00,long,0.371248056186271,0.3761,192.77353806772072,False,True
2025-01-20 15:35:00,2025-01-20 16:40:00,long,0.3715613574275455,0.37609,180.7654916069161,False,True
2025-01-20 17:05:00,2025-01-20 17:10:00,long,0.3622024058945853,0.36936,306.3677966474264,False,True
2025-01-20 17:25:00,2025-01-20 17:30:00,short,0.3805703904228289,0.36416,701.0994965611364,False,True
2025-01-20 17:35:00,2025-01-20 17:50:00,long,0.3579026889854345,0.36167,164.9895049439929,False,True
